"Mod name","Registry name","Entity class name","ID"
"Maelstrom Mod","mm:large_golden_rune","EntityLargeGoldenRune",241
"Maelstrom Mod","mm:maelstrom_beast","EntityMaelstromBeast",126
"Maelstrom Mod","mm:maelstrom_cannon","ProjectileMaelstromCannon",205
"Maelstrom Mod","mm:maelstrom_crawler","EntityBeast",103
"Maelstrom Mod","mm:maelstrom_fury","EntityMaelstromFury",134
"Maelstrom Mod","mm:maelstrom_gauntlet","EntityMaelstromGauntlet",132
"Maelstrom Mod","mm:maelstrom_healer","EntityMaelstromHealer",131
"Maelstrom Mod","mm:maelstrom_illager","EntityMaelstromIllager",104
"Maelstrom Mod","mm:maelstrom_lancer","EntityMaelstromLancer",129
"Maelstrom Mod","mm:maelstrom_mage","EntityMaelstromMage",106
"Maelstrom Mod","mm:maelstrom_meteor","ProjectileMaelstromMeteor",240
"Maelstrom Mod","mm:maelstrom_missile","ProjectileMaelstromMissile",224
"Maelstrom Mod","mm:maelstrom_quake","ProjectileMaelstromQuake",223
"Maelstrom Mod","mm:maelstrom_rune","ProjectileMaelstromRune",250
"Maelstrom Mod","mm:maelstrom_statue_of_nirvana","EntityMaelstromStatueOfNirvana",133
"Maelstrom Mod","mm:maelstrom_tower_destroyer","EntityMaelstromTowerDestroyer",503
"Maelstrom Mod","mm:maelstrom_wisp","ProjectileMaelstromWisp",232
"Maelstrom Mod","mm:maelstrom_witch","EntityMaelstromWitch",121
"Maelstrom Mod","mm:mega_fireball","ProjectileMegaFireball",248
"Maelstrom Mod","mm:meteor","ProjectileMeteor",233
"Maelstrom Mod","mm:meteor_spawner","ProjectileMeteorSpawner",234
"Maelstrom Mod","mm:monolith","EntityMonolith",127
"Maelstrom Mod","mm:monolith_fireball","ProjectileMonolithFireball",239
"Maelstrom Mod","mm:nexus_armorer","NexusArmorer",113
"Maelstrom Mod","mm:nexus_bladesmith","NexusBladesmith",115
"Maelstrom Mod","mm:nexus_gunsmith","NexusGunTrader",111
"Maelstrom Mod","mm:nexus_mage","NexusMageTrader",112
"Maelstrom Mod","mm:nexus_particle","EntityNexusParticleSpawner",231
"Maelstrom Mod","mm:nexus_saiyan","NexusSpecialTrader",114
"Maelstrom Mod","mm:pillar_flames","ProjectilePillarFlames",217
"Maelstrom Mod","mm:pumpkin","ProjectilePumpkin",210
"Maelstrom Mod","mm:quake","ProjectileQuake",207
"Maelstrom Mod","mm:rainbow_particle","ParticleSpawnerRainbow",502
"Maelstrom Mod","mm:repeater","ProjectileRepeater",211
"Maelstrom Mod","mm:rune_wisp","ProjectileRuneWisp",245
"Maelstrom Mod","mm:shade","EntityShade",100
"Maelstrom Mod","mm:skull_attack","ProjectileSkullAttack",208
"Maelstrom Mod","mm:statue_maelstrom_missile","ProjectileStatueMaelstromMissile",249
"Maelstrom Mod","mm:swamp_crawler","EntitySwampCrawler",123
"Maelstrom Mod","mm:swamp_spittle","ProjectileSwampSpittle",230
"Maelstrom Mod","mm:sword_slash","ProjectileSwordSlash",235
"Maelstrom Mod","mm:tuning_fork_lazer_renderer","EntityTuningForkLazer",247
"Maelstrom Mod","mm:white_monolith","EntityWhiteMonolith",128
"Maelstrom Mod","mm:will-o-the-wisp","ProjectileWillOTheWisp",206
"Metallurgy 4: Reforged","metallurgy:pierknight","EntityPierKnight",1
"Midnight","midnight:bladeshroom_cap","EntityBladeshroomCap",3
"Midnight","midnight:cloud","EntityCloud",14
"Midnight","midnight:crystal_bug","EntityCrystalBug",5
"Midnight","midnight:deceitful_snapper","EntityDeceitfulSnapper",10
"Midnight","midnight:hunter","EntityHunter",2
"Midnight","midnight:nightstag","EntityNightStag",9
"Midnight","midnight:nova","EntityNova",4
"Midnight","midnight:penumbrian","EntityPenumbrian",6
"Midnight","midnight:rift","EntityRift",0
"Midnight","midnight:rifter","EntityRifter",1
"Midnight","midnight:skulk","EntitySkulk",11
"Midnight","midnight:spore_bomb","EntitySporeBomb",13
"Midnight","midnight:stinger","EntityStinger",8
"Midnight","midnight:thrown_geode","EntityThrownGeode",12
"Midnight","midnight:tree_hopper","EntityTreeHopper",7
"MightyEnderChicken","mightyenderchicken:ent_chaoschicken","EntityChaosChicken",1
"MightyEnderChicken","mightyenderchicken:ent_chickenspawner","EntityChickenSpawner",3
"MightyEnderChicken","mightyenderchicken:ent_eggbomb","EntityEggBomb",2
"MightyEnderChicken","mightyenderchicken:ent_enderchicken","EntityEnderChicken",0
"Minecraft","minecraft:area_effect_cloud","EntityAreaEffectCloud",3
"Minecraft","minecraft:armor_stand","EntityArmorStand",30
"Minecraft","minecraft:arrow","EntityTippedArrow",10
"Minecraft","minecraft:bat","EntityBat",65
"Minecraft","minecraft:blaze","EntityBlaze",61
"Minecraft","minecraft:boat","EntityBoat",41
"Minecraft","minecraft:cave_spider","EntityCaveSpider",59
"Minecraft","minecraft:chest_minecart","EntityMinecartChest",43
"Minecraft","minecraft:chicken","EntityChicken",93
"Minecraft","minecraft:commandblock_minecart","EntityMinecartCommandBlock",40
"Minecraft","minecraft:cow","EntityCow",92
"Minecraft","minecraft:creeper","EntityCreeper",50
"Minecraft","minecraft:donkey","EntityDonkey",31
"Minecraft","minecraft:dragon_fireball","EntityDragonFireball",26
"Minecraft","minecraft:egg","EntityEgg",7
"Minecraft","minecraft:elder_guardian","EntityElderGuardian",4
"Minecraft","minecraft:ender_crystal","EntityEnderCrystal",200
"Minecraft","minecraft:ender_dragon","EntityDragon",63
"Minecraft","minecraft:ender_pearl","EntityEnderPearl",14
"Minecraft","minecraft:enderman","EntityEnderman",58
"Minecraft","minecraft:endermite","EntityEndermite",67
"Minecraft","minecraft:evocation_fangs","EntityEvokerFangs",33
"Minecraft","minecraft:evocation_illager","EntityEvoker",34
"Minecraft","minecraft:eye_of_ender_signal","EntityEnderEye",15
"Minecraft","minecraft:falling_block","EntityFallingBlock",21
"Minecraft","minecraft:fireball","EntityLargeFireball",12
"Minecraft","minecraft:fireworks_rocket","EntityFireworkRocket",22
"Minecraft","minecraft:furnace_minecart","EntityMinecartFurnace",44
"Minecraft","minecraft:ghast","EntityGhast",56
"Minecraft","minecraft:giant","EntityGiantZombie",53
"Minecraft","minecraft:guardian","EntityGuardian",68
"Minecraft","minecraft:hopper_minecart","EntityMinecartHopper",46
"Minecraft","minecraft:horse","EntityHorse",100
"Minecraft","minecraft:husk","EntityHusk",23
"Minecraft","minecraft:illusion_illager","EntityIllusionIllager",37
"Minecraft","minecraft:item","EntityItem",1
"Minecraft","minecraft:item_frame","EntityItemFrame",18
"Minecraft","minecraft:leash_knot","EntityLeashKnot",8
"Minecraft","minecraft:llama","EntityLlama",103
"Minecraft","minecraft:llama_spit","EntityLlamaSpit",104
"Minecraft","minecraft:magma_cube","EntityMagmaCube",62
"Minecraft","minecraft:minecart","EntityMinecartEmpty",42
"Minecraft","minecraft:mooshroom","EntityMooshroom",96
"Minecraft","minecraft:mule","EntityMule",32
"Minecraft","minecraft:ocelot","EntityOcelot",98
"Minecraft","minecraft:painting","EntityPainting",9
"Minecraft","minecraft:parrot","EntityParrot",105
"Minecraft","minecraft:pig","EntityPig",90
"Minecraft","minecraft:polar_bear","EntityPolarBear",102
"Minecraft","minecraft:potion","EntityPotion",16
"Minecraft","minecraft:rabbit","EntityRabbit",101
"Minecraft","minecraft:sheep","EntitySheep",91
"Minecraft","minecraft:shulker","EntityShulker",69
"Minecraft","minecraft:shulker_bullet","EntityShulkerBullet",25
"Minecraft","minecraft:silverfish","EntitySilverfish",60
"Minecraft","minecraft:skeleton","EntitySkeleton",51
"Minecraft","minecraft:skeleton_horse","EntitySkeletonHorse",28
"Minecraft","minecraft:slime","EntitySlime",55
"Minecraft","minecraft:small_fireball","EntitySmallFireball",13
"Minecraft","minecraft:snowball","EntitySnowball",11
"Minecraft","minecraft:snowman","EntitySnowman",97
"Minecraft","minecraft:spawner_minecart","EntityMinecartMobSpawner",47
"Minecraft","minecraft:spectral_arrow","EntitySpectralArrow",24
"Minecraft","minecraft:spider","EntitySpider",52
"Minecraft","minecraft:squid","EntitySquid",94
"Minecraft","minecraft:stray","EntityStray",6
"Minecraft","minecraft:tnt","EntityTNTPrimed",20
"Minecraft","minecraft:tnt_minecart","EntityMinecartTNT",45
"Minecraft","minecraft:vex","EntityVex",35
"Minecraft","minecraft:villager","EntityVillager",120
"Minecraft","minecraft:villager_golem","EntityIronGolem",99
"Minecraft","minecraft:vindication_illager","EntityVindicator",36
"Minecraft","minecraft:witch","EntityWitch",66
"Minecraft","minecraft:wither","EntityWither",64
"Minecraft","minecraft:wither_skeleton","EntityWitherSkeleton",5
"Minecraft","minecraft:wither_skull","EntityWitherSkull",19
"Minecraft","minecraft:wolf","EntityWolf",95
"Minecraft","minecraft:xp_bottle","EntityExpBottle",17
"Minecraft","minecraft:xp_orb","EntityXPOrb",2
"Minecraft","minecraft:zombie","EntityZombie",54
"Minecraft","minecraft:zombie_horse","EntityZombieHorse",29
"Minecraft","minecraft:zombie_pigman","EntityPigZombie",57
"Minecraft","minecraft:zombie_villager","EntityZombieVillager",27
"Minecraft Dungeons Mod","duneons:archillager","EntityCustom",82
"Minecraft Dungeons Mod","duneons:archkill","EntityCustom",160
"Minecraft Dungeons Mod","duneons:badcreeper","EntityCustom",128
"Minecraft Dungeons Mod","duneons:badspider","EntityCustom",126
"Minecraft Dungeons Mod","duneons:badxombie","EntityCustom",124
"Minecraft Dungeons Mod","duneons:bluebabykey","EntityCustom",130
"Minecraft Dungeons Mod","duneons:bluekeysleep","EntityCustom",134
"Minecraft Dungeons Mod","duneons:bluething","EntityCustom",84
"Minecraft Dungeons Mod","duneons:cauldron_boss","EntityCustom",220
"Minecraft Dungeons Mod","duneons:chefillager","EntityCustom",213
"Minecraft Dungeons Mod","duneons:entitybulletbonebow","EntityArrowCustom",170
"Minecraft Dungeons Mod","duneons:entitybulletcauldron_boss","EntityArrowCustom",221
"Minecraft Dungeons Mod","duneons:entitybulletcorruptedbeacona","EntityArrowCustom",215
"Minecraft Dungeons Mod","duneons:entitybulletelytepowerbow","EntityArrowCustom",176
"Minecraft Dungeons Mod","duneons:entitybulletguardianbow","EntityArrowCustom",177
"Minecraft Dungeons Mod","duneons:entitybulletironbow","EntityArrowCustom",178
"Minecraft Dungeons Mod","duneons:entitybulletlongbow","EntityArrowCustom",179
"Minecraft Dungeons Mod","duneons:entitybulletpowerfulbow","EntityArrowCustom",175
"Minecraft Dungeons Mod","duneons:entitybulletredbow","EntityArrowCustom",169
"Minecraft Dungeons Mod","duneons:entitybulletredsnake","EntityArrowCustom",180
"Minecraft Dungeons Mod","duneons:entitybulletsmallbow","EntityArrowCustom",181
"Minecraft Dungeons Mod","duneons:entitybullett_geomancer_pillar_wall","EntityArrowCustom",200
"Minecraft Dungeons Mod","duneons:entitybulletthegreenmenace","EntityArrowCustom",182
"Minecraft Dungeons Mod","duneons:entitybulletthepinkscoundrel","EntityArrowCustom",183
"Minecraft Dungeons Mod","duneons:entitybullettwinbow","EntityArrowCustom",184
"Minecraft Dungeons Mod","duneons:executione","EntityCustom",90
"Minecraft Dungeons Mod","duneons:frozenzombie","EntityCustom",209
"Minecraft Dungeons Mod","duneons:ghost","EntityCustom",88
"Minecraft Dungeons Mod","duneons:hostile","EntityCustom",171
"Minecraft Dungeons Mod","duneons:jackolantern","EntityCustom",216
"Minecraft Dungeons Mod","duneons:junglezombie","EntityCustom",211
"Minecraft Dungeons Mod","duneons:keygolem","EntityCustom",96
"Minecraft Dungeons Mod","duneons:madman","EntityCustom",94
"Minecraft Dungeons Mod","duneons:magicalcreeper","EntityCustom",118
"Minecraft Dungeons Mod","duneons:magicalhusk","EntityCustom",122
"Minecraft Dungeons Mod","duneons:magicalspider","EntityCustom",120
"Minecraft Dungeons Mod","duneons:magicalzombie","EntityCustom",116
"Minecraft Dungeons Mod","duneons:megaspider","EntityCustom",108
"Minecraft Dungeons Mod","duneons:mossyskeleton","EntityCustom",207
"Minecraft Dungeons Mod","duneons:necromancer","EntityCustom",106
"Minecraft Dungeons Mod","duneons:no","EntityCustom",218
"Minecraft Dungeons Mod","duneons:obsidianmonstrosity","EntityCustom",230
"Minecraft Dungeons Mod","duneons:pigchest","EntityCustom",102
"Minecraft Dungeons Mod","duneons:redstone_monstrosy_mossy_sit","EntityCustom",228
"Minecraft Dungeons Mod","duneons:redstonecube","EntityCustom",193
"Minecraft Dungeons Mod","duneons:redstonemonster","EntityCustom",150
"Minecraft Dungeons Mod","duneons:redstonemonstrosity","EntityCustom",92
"Minecraft Dungeons Mod","duneons:redstonemonstrosysummon","EntityCustom",226
"Minecraft Dungeons Mod","duneons:skeletonvangard","EntityCustom",162
"Minecraft Dungeons Mod","duneons:skeletonvangarddead","EntityCustom",201
"Minecraft Dungeons Mod","duneons:sleepkey1","EntityCustom",132
"Minecraft Dungeons Mod","duneons:sorcererillager","EntityCustom",136
"Minecraft Dungeons Mod","duneons:sorcererillagerangry","EntityCustom",138
"Minecraft Dungeons Mod","duneons:stonebell","EntityCustom",185
"Minecraft Dungeons Mod","duneons:t_geomancer_pillar_bomb","EntityCustom",197
"Minecraft Dungeons Mod","duneons:t_geomancer_pillar_wall","EntityCustom",199
"Minecraft Dungeons Mod","duneons:villagerlama","EntityCustom",173
"Minecraft Dungeons Mod","duneons:vindicator_variant1","EntityCustom",203
"Minecraft Dungeons Mod","duneons:vindicator_variant2","EntityCustom",205
"Minecraft Dungeons Mod","duneons:warriorvillager","EntityCustom",112
"Minecraft Dungeons Mod","duneons:zombiedagger","EntityCustom",98
"Minecraft Dungeons Mod","duneons:zombieminer","EntityCustom",187
"Mo' Spells","mospells:barakoa_spirit_minion","EntityBarakoaSpiritMinion",5
"Mo' Spells","mospells:frostmaw_minion","EntityFrostmawMinion",4
"Mo' Spells","mospells:magic_ice_ball","EntityMagicIceBall",1
"Mo' Spells","mospells:magic_ice_breath","EntityMagicIceBreath",0
"Mo' Spells","mospells:magic_supernova","EntityMagicSuperNova",6
"Mo' Spells","mospells:naga_minion","EntityNagaMinion",2
"Mo' Spells","mospells:rupture","EntityRupture",3
"Mowzie's Mobs","mowziesmobs:axe_attack","EntityAxeAttack",15
"Mowzie's Mobs","mowziesmobs:baby_foliaath","EntityBabyFoliaath",1
"Mowzie's Mobs","mowziesmobs:barako","EntityBarako",7
"Mowzie's Mobs","mowziesmobs:barakoan_barakoana","EntityBarakoanToBarakoana",3
"Mowzie's Mobs","mowziesmobs:barakoan_player","EntityBarakoanToPlayer",6
"Mowzie's Mobs","mowziesmobs:barakoana","EntityBarakoana",4
"Mowzie's Mobs","mowziesmobs:barakoaya","EntityBarakoaya",5
"Mowzie's Mobs","mowziesmobs:block_swapper","EntityBlockSwapper",23
"Mowzie's Mobs","mowziesmobs:boulder","EntityBoulder",14
"Mowzie's Mobs","mowziesmobs:dart","EntityDart",20
"Mowzie's Mobs","mowziesmobs:ferrous_wroughtnaut","EntityWroughtnaut",2
"Mowzie's Mobs","mowziesmobs:foliaath","EntityFoliaath",0
"Mowzie's Mobs","mowziesmobs:frostmaw","EntityFrostmaw",8
"Mowzie's Mobs","mowziesmobs:frozen_controller","EntityFrozenController",18
"Mowzie's Mobs","mowziesmobs:grottol","EntityGrottol",9
"Mowzie's Mobs","mowziesmobs:ice_ball","EntityIceBall",17
"Mowzie's Mobs","mowziesmobs:icebreath","EntityIceBreath",16
"Mowzie's Mobs","mowziesmobs:lantern","EntityLantern",10
"Mowzie's Mobs","mowziesmobs:naga","EntityNaga",11
"Mowzie's Mobs","mowziesmobs:poison_ball","EntityPoisonBall",21
"Mowzie's Mobs","mowziesmobs:ring","EntityRing",19
"Mowzie's Mobs","mowziesmobs:solar_beam","EntitySolarBeam",13
"Mowzie's Mobs","mowziesmobs:sunstrike","EntitySunstrike",12
"Mowzie's Mobs","mowziesmobs:super_nova","EntitySuperNova",22
"Multi Mob Core","multimob:dummy","EntityDummy",0
"Mutant Beasts","mutantbeasts:body_part","BodyPartEntity",0
"Mutant Beasts","mutantbeasts:chemical_x","ChemicalXEntity",1
"Mutant Beasts","mutantbeasts:creeper_minion","CreeperMinionEntity",2
"Mutant Beasts","mutantbeasts:creeper_minion_egg","CreeperMinionEggEntity",3
"Mutant Beasts","mutantbeasts:endersoul_clone","EndersoulCloneEntity",4
"Mutant Beasts","mutantbeasts:endersoul_fragment","EndersoulFragmentEntity",5
"Mutant Beasts","mutantbeasts:mutant_arrow","MutantArrowEntity",6
"Mutant Beasts","mutantbeasts:mutant_creeper","MutantCreeperEntity",7
"Mutant Beasts","mutantbeasts:mutant_enderman","MutantEndermanEntity",8
"Mutant Beasts","mutantbeasts:mutant_skeleton","MutantSkeletonEntity",9
"Mutant Beasts","mutantbeasts:mutant_snow_golem","MutantSnowGolemEntity",10
"Mutant Beasts","mutantbeasts:mutant_zombie","MutantZombieEntity",11
"Mutant Beasts","mutantbeasts:skull_spirit","SkullSpiritEntity",12
"Mutant Beasts","mutantbeasts:spider_pig","SpiderPigEntity",13
"Mutant Beasts","mutantbeasts:throwable_block","ThrowableBlockEntity",14
"Mystical Lib","mysticalworld:entity_beetle","EntityBeetle",2
"Mystical Lib","mysticalworld:entity_clam","EntityClam",10
"Mystical Lib","mysticalworld:entity_deer","EntityDeer",5
"Mystical Lib","mysticalworld:entity_endermini","EntityEndermini",6
"Mystical Lib","mysticalworld:entity_fox","EntityFox",0
"Mystical Lib","mysticalworld:entity_frog","EntityFrog",1
"Mystical Lib","mysticalworld:entity_hell_sprout","EntityHellSprout",4
"Mystical Lib","mysticalworld:entity_lava_cat","EntityLavaCat",8
"Mystical Lib","mysticalworld:entity_owl","EntityOwl",7
"Mystical Lib","mysticalworld:entity_silkworm","EntitySilkworm",9
"Mystical Lib","mysticalworld:entity_sprout","EntitySprout",3
"Natura","natura:imp","EntityImp",2
"Natura","natura:nitrocreeper","EntityNitroCreeper",3
"Natural Decor Mod","naturaldecormod:botanybeagle","EntityCustom",1
"Natural Pledge","naturalpledge:sealarrow","EntitySealedArrow",0
"Nyx","nyx:cauldron_tracker","CauldronTracker",0
"Nyx","nyx:falling_meteor","FallingMeteor",2
"Nyx","nyx:falling_star","FallingStar",1
"Paraglider","paraglider:wind","EntityWind",0
"PlusTiC","plustic:blindbandit","EntityBlindBandit",1
"PlusTiC","plustic:supremeleader","EntitySupremeLeader",0
"Primitive Mobs","primitivemobs:baby_spider","EntityBabySpider",15
"Primitive Mobs","primitivemobs:bewitched_tome","EntityEnchantedBook",5
"Primitive Mobs","primitivemobs:blazing_juggernaut","EntityBlazingJuggernaut",12
"Primitive Mobs","primitivemobs:brain_slime","EntityBrainSlime",7
"Primitive Mobs","primitivemobs:chameleon","EntityChameleon",1
"Primitive Mobs","primitivemobs:dodo","EntityDodo",19
"Primitive Mobs","primitivemobs:festive_creeper","EntityFestiveCreeper",9
"Primitive Mobs","primitivemobs:filch_lizard","EntityFilchLizard",6
"Primitive Mobs","primitivemobs:flame_spewer","EntityFlameSpewer",24
"Primitive Mobs","primitivemobs:flame_spit","EntityFlameSpit",27
"Primitive Mobs","primitivemobs:goblin","EntityGoblin",22
"Primitive Mobs","primitivemobs:grovesprite","EntityGroveSprite",4
"Primitive Mobs","primitivemobs:harpy","EntityHarpy",23
"Primitive Mobs","primitivemobs:haunted_tool","EntityHauntedTool",3
"Primitive Mobs","primitivemobs:lily_lurker","EntityLilyLurker",13
"Primitive Mobs","primitivemobs:lost_miner","EntityLostMiner",17
"Primitive Mobs","primitivemobs:mimic","EntityMimic",20
"Primitive Mobs","primitivemobs:mother_spider","EntityMotherSpider",14
"Primitive Mobs","primitivemobs:primitive_egg","EntityPrimitiveThrowable",29
"Primitive Mobs","primitivemobs:primitive_tnt_primed","EntityPrimitiveTNTPrimed",26
"Primitive Mobs","primitivemobs:rocket_creeper","EntityRocketCreeper",8
"Primitive Mobs","primitivemobs:sheepman","EntitySheepman",21
"Primitive Mobs","primitivemobs:skeleton_warrior","EntitySkeletonWarrior",11
"Primitive Mobs","primitivemobs:spider_egg","EntitySpiderEgg",30
"Primitive Mobs","primitivemobs:support_creeper","EntitySupportCreeper",10
"Primitive Mobs","primitivemobs:thrown_block","EntityThrownBlock",28
"Primitive Mobs","primitivemobs:traveling_merchant","EntityTravelingMerchant",18
"Primitive Mobs","primitivemobs:treasure_slime","EntityTreasureSlime",2
"Primitive Mobs","primitivemobs:trollager","EntityTrollager",16
"Primitive Mobs","primitivemobs:void_eye","EntityVoidEye",25
"Psi","psi:spell_charge","EntitySpellCharge",3
"Psi","psi:spell_circle","EntitySpellCircle",1
"Psi","psi:spell_grenade","EntitySpellGrenade",2
"Psi","psi:spell_mine","EntitySpellMine",4
"Psi","psi:spell_projectile","EntitySpellProjectile",0
"Pyrotech","pyrotech:pyrotech.entityitembloom","EntityItemBloom",4
"Pyrotech","pyrotech:pyrotech.entityitembook","EntityItemBook",3
"Pyrotech","pyrotech:rock","EntityRock",0
"Pyrotech","pyrotech:rock_grass","EntityRockGrass",1
"Pyrotech","pyrotech:rock_netherrack","EntityRockNetherrack",2
"Quark","quark:arrow_ender","EntityArrowEnder",5
"Quark","quark:arrow_explosive","EntityArrowExplosive",6
"Quark","quark:arrow_torch","EntityArrowTorch",7
"Quark","quark:ashen","EntityAshen",1
"Quark","quark:chest_passenger","EntityChestPassenger",13
"Quark","quark:colored_item_frame","EntityColoredItemFrame",0
"Quark","quark:crab","EntityCrab",22
"Quark","quark:dragon_breath_bottle","EntityDragonBreathBottle",11
"Quark","quark:dweller","EntityDweller",2
"Quark","quark:flat_item_frame","EntityFlatItemFrame",9
"Quark","quark:foxhound","EntityFoxhound",21
"Quark","quark:frog","EntityFrog",18
"Quark","quark:glass_item_frame","EntityGlassItemFrame",10
"Quark","quark:gravisand","EntityGravisand",23
"Quark","quark:leash_knot","EntityLeashKnot2TheKnotting",19
"Quark","quark:pickarang","EntityPickarang",20
"Quark","quark:pirate","EntityPirate",3
"Quark","quark:soul_powder","EntitySoulPowder",8
"Quark","quark:stoneling","EntityStoneling",17
"Quark","quark:wraith","EntityWraith",4
"Raiders","raiders:brute","EntityBrute",2
"Raiders","raiders:droppod","EntityDropPod",7
"Raiders","raiders:pyromaniac","EntityPyromaniac",5
"Raiders","raiders:raider","EntityRaider",1
"Raiders","raiders:ranger","EntityRanger",6
"Raiders","raiders:signaltransmitter","EntitySignalTransmitter",8
"Raiders","raiders:tweaker","EntityTweaker",4
"Raiders","raiders:witch","EntityRaiderWitch",3
"Railcraft","railcraft:bore","EntityTunnelBore",50
"Railcraft","railcraft:cart_basic","EntityCartBasic",1
"Railcraft","railcraft:cart_bed","EntityCartBed",31
"Railcraft","railcraft:cart_cargo","EntityCartCargo",23
"Railcraft","railcraft:cart_chest","EntityCartChest",2
"Railcraft","railcraft:cart_chest_metals","EntityCartChestMetals",33
"Railcraft","railcraft:cart_chest_void","EntityCartChestVoid",32
"Railcraft","railcraft:cart_command_block","EntityCartCommand",6
"Railcraft","railcraft:cart_furnace","EntityCartFurnace",3
"Railcraft","railcraft:cart_gift","EntityCartGift",24
"Railcraft","railcraft:cart_hopper","EntityCartHopper",5
"Railcraft","railcraft:cart_jukebox","EntityCartJukebox",30
"Railcraft","railcraft:cart_pumpkin","EntityCartPumpkin",25
"Railcraft","railcraft:cart_redstone_flux","EntityCartRF",26
"Railcraft","railcraft:cart_spawner","EntityCartSpawner",7
"Railcraft","railcraft:cart_tank","EntityCartTank",27
"Railcraft","railcraft:cart_tnt","EntityCartTNT",4
"Railcraft","railcraft:cart_tnt_wood","EntityCartTNTWood",28
"Railcraft","railcraft:cart_trade_station","EntityCartTradeStation",34
"Railcraft","railcraft:cart_work","EntityCartWork",29
"Railcraft","railcraft:cart_worldspike_admin","EntityCartWorldspikeAdmin",20
"Railcraft","railcraft:cart_worldspike_personal","EntityCartWorldspikePersonal",21
"Railcraft","railcraft:cart_worldspike_standard","EntityCartWorldspikeStandard",22
"Railcraft","railcraft:fireproof_item","EntityItemFireproof",91
"Railcraft","railcraft:firestone","EntityItemFirestone",90
"Railcraft","railcraft:locomotive_creative","EntityLocomotiveCreative",43
"Railcraft","railcraft:locomotive_electric","EntityLocomotiveElectric",42
"Railcraft","railcraft:locomotive_steam_solid","EntityLocomotiveSteamSolid",40
"Railcraft","railcraft:mow_track_layer","EntityCartTrackLayer",60
"Railcraft","railcraft:mow_track_relayer","EntityCartTrackRelayer",61
"Railcraft","railcraft:mow_track_remover","EntityCartTrackRemover",62
"Railcraft","railcraft:mow_undercutter","EntityCartUndercutter",63
"Random PSIdeas","rpsideas:entity_conjured_text","EntityConjuredText",2
"Random PSIdeas","rpsideas:entity_fancy_circle","EntityFancyCircle",3
"Random PSIdeas","rpsideas:entity_hail_particle","EntityHailParticle",4
"Random PSIdeas","rpsideas:entity_summoned_clone","EntityClone",5
"Random PSIdeas","rpsideas:gauss","EntityGaussPulse",0
"Random PSIdeas","rpsideas:psi_firework","EntityPsireworkRocket",1
"Random PSIdeas","rpsideas:psi_mana_burst","EntityPsiManaBurst",6
"Real First Person 2","rfp2:playerdummy","EntityPlayerDummy",0
"Roots Classic","rootsclassic:entityaccelerator","EntityAccelerator",110
"Roots Classic","rootsclassic:skeleton_phantom","EntityFrozenKnight",111
"Roots Classic","rootsclassic:tileaccelerator","EntityTileAccelerator",119
"Scaling Health","scalinghealth:blightfire","EntityBlightFire",0
"Snow! Real Magic!","snowrealmagic:snow","FallingSnowEntity",0
"Spiders 2.0","spiderstpo:better_cave_spider","BetterCaveSpiderEntity",1
"Spiders 2.0","spiderstpo:better_spider","BetterSpiderEntity",0
"Steve's Carts 2","stevescarts:cake","EntityCake",3
"Steve's Carts 2","stevescarts:cart.0","EntityMinecartModular",0
"Steve's Carts 2","stevescarts:egg","EntityEasterEgg",2
"The Aether","aether_legacy:aechor_plant","EntityAechorPlant",10
"The Aether","aether_legacy:aerbunny","EntityAerbunny",4
"The Aether","aether_legacy:aerwhale","EntityAerwhale",5
"The Aether","aether_legacy:cockatrice","EntityCockatrice",7
"The Aether","aether_legacy:enchanted_dart","EntityDartEnchanted",17
"The Aether","aether_legacy:fire_ball","EntityFireBall",19
"The Aether","aether_legacy:fire_minion","EntityFireMinion",23
"The Aether","aether_legacy:floating_block","EntityFloatingBlock",25
"The Aether","aether_legacy:flying_cow","EntityFlyingCow",2
"The Aether","aether_legacy:golden_dart","EntityDartGolden",15
"The Aether","aether_legacy:hammer_projectile","EntityHammerProjectile",29
"The Aether","aether_legacy:ice_ball","EntityIceyBall",20
"The Aether","aether_legacy:lightning_knife","EntityLightningKnife",30
"The Aether","aether_legacy:mimic","EntityMimic",11
"The Aether","aether_legacy:mini_cloud","EntityMiniCloud",24
"The Aether","aether_legacy:moa","EntityMoa",0
"The Aether","aether_legacy:parachute","EntityParachute",31
"The Aether","aether_legacy:phoenix_arrow","EntityPhoenixArrow",27
"The Aether","aether_legacy:phyg","EntityPhyg",1
"The Aether","aether_legacy:poison_dart","EntityDartPoison",16
"The Aether","aether_legacy:poison_needle","EntityPoisonNeedle",18
"The Aether","aether_legacy:sentry","EntitySentry",8
"The Aether","aether_legacy:sheepuff","EntitySheepuff",3
"The Aether","aether_legacy:slider","EntitySlider",12
"The Aether","aether_legacy:sun_spirit","EntitySunSpirit",14
"The Aether","aether_legacy:swet","EntitySwet",6
"The Aether","aether_legacy:thunder_ball","EntityThunderBall",21
"The Aether","aether_legacy:tipped_phoenix_arrow","EntityTippedPhoenixArrow",33
"The Aether","aether_legacy:tnt_present","EntityTNTPresent",26
"The Aether","aether_legacy:valkyrie","EntityValkyrie",22
"The Aether","aether_legacy:valkyrie_queen","EntityValkyrieQueen",13
"The Aether","aether_legacy:whirlwind","EntityWhirlwind",32
"The Aether","aether_legacy:zephyr","EntityZephyr",9
